8.80	1.1232901826	1.1232901826	1.6177165905	1.6177165905	
8.90	1.1217987226	1.1217987226	1.6175001746	1.6175001746	
9.00	1.1203426917	1.1203426917	1.6172909318	1.6172909318	
9.10	1.1189208467	1.1189208467	1.6170885497	1.6170885497	
9.20	1.1175320067	1.1175320067	1.6168927304	1.6168927304	
9.30	1.1161750421	1.1161750421	1.6167031959	1.6167031959	
9.40	1.1148488762	1.1148488762	1.6165196765	1.6165196765	
9.50	1.1135524756	1.1135524756	1.6163419225	1.6163419225	
9.60	1.1122848503	1.1122848503	1.6161696942	1.6161696942	
9.70	1.1110450762	1.1110450762	1.6160027649	1.6160027649	
9.80	1.1098322309	1.1098322309	1.6158409198	1.6158409198	
9.90	1.1086454580	1.1086454580	1.6156839542	1.6156839542	
10.00	1.1074839296	1.1074839296	1.6155316742	1.6155316742	
